translation_id,target,category,event_count
butcher_lang_1879,ACHAEANS,moral_evaluation,2
butcher_lang_1879,ACHAEANS,scale_intensity,7
butcher_lang_1879,ACHILLES,color_hue,2
butcher_lang_1879,ACHILLES,moral_evaluation,4
butcher_lang_1879,ACHILLES,scale_intensity,4
butcher_lang_1879,AEGISTHUS,cognitive_evaluation,6
butcher_lang_1879,AEGISTHUS,color_material,2
butcher_lang_1879,AEGISTHUS,moral_evaluation,3
butcher_lang_1879,AGAMEMNON,appearance_age,3
butcher_lang_1879,AGAMEMNON,scale_intensity,2
butcher_lang_1879,AJAX,moral_evaluation,3
butcher_lang_1879,ALCINOUS,appearance_age,6
butcher_lang_1879,ALCINOUS,cognitive_evaluation,4
butcher_lang_1879,ALCINOUS,color_hue,2
butcher_lang_1879,ALCINOUS,color_material,9
butcher_lang_1879,ALCINOUS,luminosity,2
butcher_lang_1879,ALCINOUS,moral_evaluation,13
butcher_lang_1879,ALCINOUS,scale_intensity,20
butcher_lang_1879,ANGER,moral_evaluation,4
butcher_lang_1879,ANTINOUS,affect_state,3
butcher_lang_1879,ANTINOUS,appearance_age,5
butcher_lang_1879,ANTINOUS,cognitive_evaluation,3
butcher_lang_1879,ANTINOUS,color_hue,2
butcher_lang_1879,ANTINOUS,color_material,2
butcher_lang_1879,ANTINOUS,moral_evaluation,8
butcher_lang_1879,ANTINOUS,scale_intensity,4
butcher_lang_1879,ANTINOUS,social_status,3
butcher_lang_1879,ARETE,appearance_age,2
butcher_lang_1879,ARETE,color_hue,4
butcher_lang_1879,ATHENA,affect_state,3
butcher_lang_1879,ATHENA,agency_capacity,4
butcher_lang_1879,ATHENA,appearance_age,15
butcher_lang_1879,ATHENA,cognitive_evaluation,2
butcher_lang_1879,ATHENA,color_complex,50
butcher_lang_1879,ATHENA,color_hue,4
butcher_lang_1879,ATHENA,color_material,7
butcher_lang_1879,ATHENA,luminosity,2
butcher_lang_1879,ATHENA,moral_evaluation,10
butcher_lang_1879,ATHENA,scale_intensity,15
butcher_lang_1879,BLOOD,color_hue,11
butcher_lang_1879,BLOOD,moral_evaluation,2
butcher_lang_1879,BOW,appearance_age,3
butcher_lang_1879,BOW,color_material,4
butcher_lang_1879,BOW,scale_intensity,8
butcher_lang_1879,CALYPSO,appearance_age,8
butcher_lang_1879,CALYPSO,color_material,2
butcher_lang_1879,CALYPSO,scale_intensity,2
butcher_lang_1879,CIRCE,agency_capacity,2
butcher_lang_1879,CIRCE,appearance_age,4
butcher_lang_1879,CIRCE,color_material,4
butcher_lang_1879,CIRCE,moral_evaluation,5
butcher_lang_1879,CIRCE,scale_intensity,13
butcher_lang_1879,CIRCE,social_status,3
butcher_lang_1879,CLYTEMNESTRA,moral_evaluation,3
butcher_lang_1879,CYCLOPES,scale_intensity,2
butcher_lang_1879,DAWN,appearance_age,7
butcher_lang_1879,DAWN,color_complex,15
butcher_lang_1879,DAWN,color_material,9
butcher_lang_1879,DAWN,luminosity,9
butcher_lang_1879,DAWN,scale_intensity,3
butcher_lang_1879,DEATH,cognitive_evaluation,3
butcher_lang_1879,DEATH,color_hue,3
butcher_lang_1879,DEATH,moral_evaluation,4
butcher_lang_1879,DEATH,scale_intensity,7
butcher_lang_1879,DEMODOCUS,moral_evaluation,7
butcher_lang_1879,DEMODOCUS,scale_intensity,2
butcher_lang_1879,EARTH,appearance_age,6
butcher_lang_1879,EARTH,cognitive_evaluation,2
butcher_lang_1879,EARTH,color_hue,4
butcher_lang_1879,EARTH,moral_evaluation,2
butcher_lang_1879,EARTH,scale_intensity,15
butcher_lang_1879,EUMAEUS,appearance_age,7
butcher_lang_1879,EUMAEUS,moral_evaluation,3
butcher_lang_1879,EUMAEUS,scale_intensity,6
butcher_lang_1879,EURYCLEIA,appearance_age,3
butcher_lang_1879,EURYCLEIA,cognitive_evaluation,4
butcher_lang_1879,EURYCLEIA,moral_evaluation,14
butcher_lang_1879,EURYCLEIA,scale_intensity,2
butcher_lang_1879,EURYMACHUS,appearance_age,3
butcher_lang_1879,EURYMACHUS,moral_evaluation,3
butcher_lang_1879,FATE,affect_state,4
butcher_lang_1879,FATE,color_hue,8
butcher_lang_1879,FATE,moral_evaluation,10
butcher_lang_1879,FIRE,color_hue,2
butcher_lang_1879,FIRE,luminosity,2
butcher_lang_1879,FIRE,scale_intensity,9
butcher_lang_1879,GENERIC_CAVE,appearance_age,2
butcher_lang_1879,GENERIC_CAVE,moral_evaluation,2
butcher_lang_1879,GENERIC_CAVE,scale_intensity,3
butcher_lang_1879,GENERIC_CITY,appearance_age,2
butcher_lang_1879,GENERIC_CITY,scale_intensity,7
butcher_lang_1879,GENERIC_DAUGHTER,appearance_age,4
butcher_lang_1879,GENERIC_DAUGHTER,moral_evaluation,4
butcher_lang_1879,GENERIC_DAUGHTER,scale_intensity,3
butcher_lang_1879,GENERIC_FATHER,color_material,2
butcher_lang_1879,GENERIC_FATHER,moral_evaluation,12
butcher_lang_1879,GENERIC_FATHER,scale_intensity,3
butcher_lang_1879,GENERIC_FRIEND,appearance_age,3
butcher_lang_1879,GENERIC_GOD,affect_state,2
butcher_lang_1879,GENERIC_GOD,agency_capacity,3
butcher_lang_1879,GENERIC_GOD,behavior_disposition,4
butcher_lang_1879,GENERIC_GOD,cognitive_evaluation,2
butcher_lang_1879,GENERIC_GOD,moral_evaluation,3
butcher_lang_1879,GENERIC_GODDESS,appearance_age,28
butcher_lang_1879,GENERIC_GODDESS,cognitive_evaluation,2
butcher_lang_1879,GENERIC_GODDESS,color_complex,2
butcher_lang_1879,GENERIC_GODDESS,scale_intensity,7
butcher_lang_1879,GENERIC_KING,moral_evaluation,6
butcher_lang_1879,GENERIC_MAN,affect_state,3
butcher_lang_1879,GENERIC_MAN,agency_capacity,9
butcher_lang_1879,GENERIC_MAN,appearance_age,59
butcher_lang_1879,GENERIC_MAN,cognitive_evaluation,8
butcher_lang_1879,GENERIC_MAN,color_hue,2
butcher_lang_1879,GENERIC_MAN,color_material,2
butcher_lang_1879,GENERIC_MAN,moral_evaluation,21
butcher_lang_1879,GENERIC_MAN,scale_intensity,10
butcher_lang_1879,GENERIC_MOTHER,cognitive_evaluation,2
butcher_lang_1879,GENERIC_MOTHER,moral_evaluation,2
butcher_lang_1879,GENERIC_MOUNTAIN,scale_intensity,6
butcher_lang_1879,GENERIC_QUEEN,moral_evaluation,2
butcher_lang_1879,GENERIC_RIVER,appearance_age,2
butcher_lang_1879,GENERIC_SHORE,scale_intensity,3
butcher_lang_1879,GENERIC_SON,agency_capacity,5
butcher_lang_1879,GENERIC_SON,appearance_age,3
butcher_lang_1879,GENERIC_SON,cognitive_evaluation,6
butcher_lang_1879,GENERIC_SON,moral_evaluation,7
butcher_lang_1879,GENERIC_SON,scale_intensity,3
butcher_lang_1879,GENERIC_STRANGER,behavior_disposition,2
butcher_lang_1879,GENERIC_STRANGER,scale_intensity,3
butcher_lang_1879,GENERIC_WIFE,appearance_age,6
butcher_lang_1879,GENERIC_WIFE,moral_evaluation,7
butcher_lang_1879,GENERIC_WOMAN,appearance_age,18
butcher_lang_1879,GENERIC_WOMAN,moral_evaluation,4
butcher_lang_1879,GODS,moral_evaluation,10
butcher_lang_1879,GODS,scale_intensity,3
butcher_lang_1879,HELEN,appearance_age,7
butcher_lang_1879,HELEN,color_material,4
butcher_lang_1879,HELEN,scale_intensity,3
butcher_lang_1879,HERMES,appearance_age,4
butcher_lang_1879,HERMES,cognitive_evaluation,3
butcher_lang_1879,HERMES,color_hue,2
butcher_lang_1879,HERMES,color_material,5
butcher_lang_1879,HERMES,luminosity,2
butcher_lang_1879,HERMES,scale_intensity,2
butcher_lang_1879,HOME,appearance_age,4
butcher_lang_1879,HOME,color_material,5
butcher_lang_1879,HOME,moral_evaluation,5
butcher_lang_1879,HOME,scale_intensity,13
butcher_lang_1879,ITHACA,appearance_age,3
butcher_lang_1879,ITHACA,moral_evaluation,3
butcher_lang_1879,ITHACA,scale_intensity,4
butcher_lang_1879,JOURNEY,appearance_age,2
butcher_lang_1879,JOURNEY,moral_evaluation,6
butcher_lang_1879,JOURNEY,scale_intensity,8
butcher_lang_1879,LAERTES,affect_state,3
butcher_lang_1879,LAERTES,appearance_age,10
butcher_lang_1879,LAERTES,color_hue,4
butcher_lang_1879,LAERTES,luminosity,2
butcher_lang_1879,LAERTES,moral_evaluation,4
butcher_lang_1879,LAERTES,scale_intensity,6
butcher_lang_1879,MELANTHIUS,moral_evaluation,2
butcher_lang_1879,MENELAUS,appearance_age,13
butcher_lang_1879,MENELAUS,color_material,5
butcher_lang_1879,MENELAUS,moral_evaluation,9
butcher_lang_1879,MENELAUS,scale_intensity,2
butcher_lang_1879,MIND,affect_state,19
butcher_lang_1879,MIND,agency_capacity,5
butcher_lang_1879,MIND,appearance_age,6
butcher_lang_1879,MIND,behavior_disposition,12
butcher_lang_1879,MIND,cognitive_evaluation,11
butcher_lang_1879,MIND,color_hue,2
butcher_lang_1879,MIND,color_material,3
butcher_lang_1879,MIND,moral_evaluation,20
butcher_lang_1879,MIND,scale_intensity,27
butcher_lang_1879,MIND,social_status,9
butcher_lang_1879,MOON,appearance_age,2
butcher_lang_1879,MORTALS,affect_state,6
butcher_lang_1879,MORTALS,agency_capacity,4
butcher_lang_1879,MORTALS,appearance_age,23
butcher_lang_1879,MORTALS,behavior_disposition,5
butcher_lang_1879,MORTALS,cognitive_evaluation,3
butcher_lang_1879,MORTALS,moral_evaluation,16
butcher_lang_1879,MORTALS,scale_intensity,18
butcher_lang_1879,NAUSICAA,color_hue,4
butcher_lang_1879,NAUSICAA,luminosity,2
butcher_lang_1879,NESTOR,appearance_age,6
butcher_lang_1879,NESTOR,cognitive_evaluation,5
butcher_lang_1879,NESTOR,luminosity,2
butcher_lang_1879,NESTOR,moral_evaluation,6
butcher_lang_1879,NESTOR,scale_intensity,2
butcher_lang_1879,NIGHT,color_hue,7
butcher_lang_1879,NIGHT,scale_intensity,2
butcher_lang_1879,ODYSSEUS,affect_state,21
butcher_lang_1879,ODYSSEUS,agency_capacity,9
butcher_lang_1879,ODYSSEUS,appearance_age,39
butcher_lang_1879,ODYSSEUS,behavior_disposition,41
butcher_lang_1879,ODYSSEUS,cognitive_evaluation,31
butcher_lang_1879,ODYSSEUS,color_complex,3
butcher_lang_1879,ODYSSEUS,color_hue,13
butcher_lang_1879,ODYSSEUS,color_material,19
butcher_lang_1879,ODYSSEUS,luminosity,16
butcher_lang_1879,ODYSSEUS,moral_evaluation,96
butcher_lang_1879,ODYSSEUS,scale_intensity,87
butcher_lang_1879,PALACE,appearance_age,19
butcher_lang_1879,PALACE,behavior_disposition,2
butcher_lang_1879,PALACE,cognitive_evaluation,5
butcher_lang_1879,PALACE,color_material,3
butcher_lang_1879,PALACE,luminosity,2
butcher_lang_1879,PALACE,moral_evaluation,8
butcher_lang_1879,PALACE,scale_intensity,23
butcher_lang_1879,PENELOPE,appearance_age,6
butcher_lang_1879,PENELOPE,behavior_disposition,2
butcher_lang_1879,PENELOPE,cognitive_evaluation,50
butcher_lang_1879,PENELOPE,color_material,2
butcher_lang_1879,PENELOPE,luminosity,4
butcher_lang_1879,PENELOPE,moral_evaluation,8
butcher_lang_1879,PENELOPE,scale_intensity,9
butcher_lang_1879,PHAEACIANS,moral_evaluation,6
butcher_lang_1879,PHAEACIANS,scale_intensity,2
butcher_lang_1879,POLYPHEMUS,agency_capacity,2
butcher_lang_1879,POSEIDON,agency_capacity,3
butcher_lang_1879,POSEIDON,appearance_age,5
butcher_lang_1879,POSEIDON,cognitive_evaluation,3
butcher_lang_1879,POSEIDON,moral_evaluation,5
butcher_lang_1879,POSEIDON,scale_intensity,3
butcher_lang_1879,SEA,affect_state,4
butcher_lang_1879,SEA,appearance_age,21
butcher_lang_1879,SEA,cognitive_evaluation,3
butcher_lang_1879,SEA,color_complex,12
butcher_lang_1879,SEA,color_hue,33
butcher_lang_1879,SEA,luminosity,3
butcher_lang_1879,SEA,moral_evaluation,8
butcher_lang_1879,SEA,scale_intensity,143
butcher_lang_1879,SHIELD,scale_intensity,2
butcher_lang_1879,SHIP,appearance_age,4
butcher_lang_1879,SHIP,color_hue,58
butcher_lang_1879,SHIP,moral_evaluation,6
butcher_lang_1879,SHIP,scale_intensity,10
butcher_lang_1879,SKY,color_hue,2
butcher_lang_1879,SKY,moral_evaluation,2
butcher_lang_1879,SKY,scale_intensity,22
butcher_lang_1879,SORROW,affect_state,3
butcher_lang_1879,SORROW,cognitive_evaluation,2
butcher_lang_1879,SORROW,moral_evaluation,3
butcher_lang_1879,SORROW,scale_intensity,15
butcher_lang_1879,SPEAR,color_complex,3
butcher_lang_1879,SPEAR,color_material,11
butcher_lang_1879,SPEAR,scale_intensity,11
butcher_lang_1879,SPEECH,affect_state,5
butcher_lang_1879,SPEECH,appearance_age,4
butcher_lang_1879,SPEECH,behavior_disposition,3
butcher_lang_1879,SPEECH,cognitive_evaluation,6
butcher_lang_1879,SPEECH,color_hue,2
butcher_lang_1879,SPEECH,color_material,2
butcher_lang_1879,SPEECH,moral_evaluation,18
butcher_lang_1879,SPEECH,scale_intensity,4
butcher_lang_1879,STORM,agency_capacity,2
butcher_lang_1879,STORM,appearance_age,6
butcher_lang_1879,STORM,moral_evaluation,2
butcher_lang_1879,STORM,scale_intensity,5
butcher_lang_1879,SUITORS,behavior_disposition,4
butcher_lang_1879,SUITORS,cognitive_evaluation,3
butcher_lang_1879,SUITORS,color_hue,2
butcher_lang_1879,SUITORS,moral_evaluation,19
butcher_lang_1879,SUITORS,scale_intensity,3
butcher_lang_1879,SUITORS,social_status,19
butcher_lang_1879,SUN,agency_capacity,3
butcher_lang_1879,SUN,luminosity,5
butcher_lang_1879,SUN,moral_evaluation,3
butcher_lang_1879,SWORD,agency_capacity,2
butcher_lang_1879,SWORD,appearance_age,2
butcher_lang_1879,SWORD,color_material,4
butcher_lang_1879,SWORD,scale_intensity,3
butcher_lang_1879,TEIRESIAS,color_hue,2
butcher_lang_1879,TEIRESIAS,color_material,2
butcher_lang_1879,TELEMACHUS,affect_state,4
butcher_lang_1879,TELEMACHUS,agency_capacity,3
butcher_lang_1879,TELEMACHUS,appearance_age,11
butcher_lang_1879,TELEMACHUS,cognitive_evaluation,52
butcher_lang_1879,TELEMACHUS,color_complex,2
butcher_lang_1879,TELEMACHUS,color_hue,3
butcher_lang_1879,TELEMACHUS,color_material,2
butcher_lang_1879,TELEMACHUS,luminosity,2
butcher_lang_1879,TELEMACHUS,moral_evaluation,19
butcher_lang_1879,TELEMACHUS,scale_intensity,26
butcher_lang_1879,TROY,moral_evaluation,6
butcher_lang_1879,TROY,scale_intensity,4
butcher_lang_1879,WAR,agency_capacity,3
butcher_lang_1879,WAR,appearance_age,2
butcher_lang_1879,WAR,behavior_disposition,2
butcher_lang_1879,WAR,moral_evaluation,3
butcher_lang_1879,WAR,scale_intensity,2
butcher_lang_1879,WINE,color_hue,22
butcher_lang_1879,WINE,color_material,6
butcher_lang_1879,WINE,scale_intensity,3
butcher_lang_1879,ZEUS,affect_state,6
butcher_lang_1879,ZEUS,agency_capacity,4
butcher_lang_1879,ZEUS,appearance_age,27
butcher_lang_1879,ZEUS,behavior_disposition,2
butcher_lang_1879,ZEUS,cognitive_evaluation,9
butcher_lang_1879,ZEUS,color_complex,2
butcher_lang_1879,ZEUS,color_hue,5
butcher_lang_1879,ZEUS,color_material,13
butcher_lang_1879,ZEUS,luminosity,5
butcher_lang_1879,ZEUS,moral_evaluation,38
butcher_lang_1879,ZEUS,scale_intensity,59
butcher_lang_1879,ZEUS,social_status,5
butler_1900,ACHAEANS,agency_capacity,3
butler_1900,ACHAEANS,moral_evaluation,2
butler_1900,ACHAEANS,scale_intensity,4
butler_1900,ACHILLES,scale_intensity,2
butler_1900,AEGISTHUS,moral_evaluation,5
butler_1900,AGAMEMNON,appearance_age,3
butler_1900,AGAMEMNON,moral_evaluation,2
butler_1900,AJAX,moral_evaluation,2
butler_1900,ALCINOUS,appearance_age,5
butler_1900,ALCINOUS,color_hue,2
butler_1900,ALCINOUS,color_material,2
butler_1900,ALCINOUS,moral_evaluation,5
butler_1900,ALCINOUS,scale_intensity,4
butler_1900,AMPHINOMUS,moral_evaluation,3
butler_1900,ANGER,scale_intensity,2
butler_1900,ANTINOUS,affect_state,4
butler_1900,ANTINOUS,appearance_age,2
butler_1900,ANTINOUS,moral_evaluation,5
butler_1900,ANTINOUS,scale_intensity,2
butler_1900,ANTINOUS,social_status,2
butler_1900,ARETE,appearance_age,2
butler_1900,ATHENA,agency_capacity,4
butler_1900,ATHENA,appearance_age,9
butler_1900,ATHENA,cognitive_evaluation,2
butler_1900,ATHENA,color_hue,3
butler_1900,ATHENA,color_material,8
butler_1900,ATHENA,moral_evaluation,13
butler_1900,ATHENA,scale_intensity,8
butler_1900,BLOOD,moral_evaluation,2
butler_1900,BOW,agency_capacity,4
butler_1900,BOW,scale_intensity,4
butler_1900,CALYPSO,affect_state,3
butler_1900,CALYPSO,agency_capacity,3
butler_1900,CALYPSO,appearance_age,2
butler_1900,CALYPSO,color_material,2
butler_1900,CALYPSO,moral_evaluation,5
butler_1900,CALYPSO,scale_intensity,5
butler_1900,CIRCE,affect_state,2
butler_1900,CIRCE,agency_capacity,2
butler_1900,CIRCE,cognitive_evaluation,3
butler_1900,CIRCE,color_hue,2
butler_1900,CIRCE,color_material,4
butler_1900,CIRCE,moral_evaluation,9
butler_1900,CIRCE,scale_intensity,7
butler_1900,CIRCE,social_status,3
butler_1900,CYCLOPES,behavior_disposition,2
butler_1900,CYCLOPES,moral_evaluation,2
butler_1900,CYCLOPES,scale_intensity,2
butler_1900,DAWN,color_complex,20
butler_1900,DAWN,color_hue,2
butler_1900,DAWN,color_material,2
butler_1900,DEATH,affect_state,3
butler_1900,DEATH,color_hue,2
butler_1900,DEATH,moral_evaluation,3
butler_1900,DEATH,scale_intensity,2
butler_1900,DEMODOCUS,moral_evaluation,4
butler_1900,DEMODOCUS,scale_intensity,2
butler_1900,EARTH,affect_state,2
butler_1900,EARTH,scale_intensity,4
butler_1900,EUMAEUS,appearance_age,9
butler_1900,EUMAEUS,moral_evaluation,5
butler_1900,EUMAEUS,scale_intensity,6
butler_1900,EURYCLEIA,appearance_age,6
butler_1900,EURYMACHUS,affect_state,2
butler_1900,EURYMACHUS,appearance_age,2
butler_1900,EURYMACHUS,color_hue,2
butler_1900,EURYMACHUS,moral_evaluation,2
butler_1900,FIRE,scale_intensity,3
butler_1900,GENERIC_CAVE,scale_intensity,3
butler_1900,GENERIC_CITY,moral_evaluation,2
butler_1900,GENERIC_CITY,scale_intensity,4
butler_1900,GENERIC_DAUGHTER,appearance_age,2
butler_1900,GENERIC_DAUGHTER,moral_evaluation,4
butler_1900,GENERIC_FATHER,affect_state,4
butler_1900,GENERIC_FATHER,appearance_age,7
butler_1900,GENERIC_FATHER,moral_evaluation,6
butler_1900,GENERIC_FATHER,scale_intensity,2
butler_1900,GENERIC_FRIEND,appearance_age,8
butler_1900,GENERIC_GOD,appearance_age,2
butler_1900,GENERIC_GOD,moral_evaluation,3
butler_1900,GENERIC_GOD,scale_intensity,2
butler_1900,GENERIC_GODDESS,cognitive_evaluation,2
butler_1900,GENERIC_GODDESS,scale_intensity,4
butler_1900,GENERIC_HERO,appearance_age,2
butler_1900,GENERIC_HUSBAND,agency_capacity,2
butler_1900,GENERIC_HUSBAND,color_material,3
butler_1900,GENERIC_HUSBAND,moral_evaluation,3
butler_1900,GENERIC_ISLAND,moral_evaluation,2
butler_1900,GENERIC_ISLAND,scale_intensity,3
butler_1900,GENERIC_MAN,affect_state,4
butler_1900,GENERIC_MAN,agency_capacity,11
butler_1900,GENERIC_MAN,appearance_age,18
butler_1900,GENERIC_MAN,cognitive_evaluation,2
butler_1900,GENERIC_MAN,moral_evaluation,10
butler_1900,GENERIC_MAN,scale_intensity,4
butler_1900,GENERIC_MOUNTAIN,scale_intensity,7
butler_1900,GENERIC_QUEEN,moral_evaluation,2
butler_1900,GENERIC_SERVANT,appearance_age,2
butler_1900,GENERIC_SON,agency_capacity,3
butler_1900,GENERIC_SON,appearance_age,5
butler_1900,GENERIC_SON,moral_evaluation,3
butler_1900,GENERIC_SON,scale_intensity,4
butler_1900,GENERIC_STRANGER,agency_capacity,2
butler_1900,GENERIC_WIFE,agency_capacity,2
butler_1900,GENERIC_WIFE,appearance_age,2
